id,name,category,price,stock
2400,food-2400,food,38.89,208
2401,electronics-2401,electronics,48.93,79
2402,clothing-2402,clothing,339.44,104
2403,books-2403,books,348.70,119
2404,home-2404,home,47.77,334
2405,toys-2405,toys,54.04,440
2406,food-2406,food,484.58,267
2407,electronics-2407,electronics,164.56,451
2408,clothing-2408,clothing,18.86,220
2409,books-2409,books,458.03,113
2410,home-2410,home,412.24,387
2411,toys-2411,toys,413.42,445
2412,food-2412,food,262.28,420
2413,electronics-2413,electronics,477.12,429
2414,clothing-2414,clothing,45.88,484
2415,books-2415,books,304.67,78
2416,home-2416,home,446.44,364
2417,toys-2417,toys,218.74,203
2418,food-2418,food,303.51,232
2419,electronics-2419,electronics,55.20,74
2420,clothing-2420,clothing,195.79,300
2421,books-2421,books,316.86,116
2422,home-2422,home,493.22,191
2423,toys-2423,toys,393.65,259
2424,food-2424,food,362.91,495
2425,electronics-2425,electronics,403.60,41
2426,clothing-2426,clothing,451.84,170
2427,books-2427,books,195.66,193
2428,home-2428,home,31.93,231
2429,toys-2429,toys,371.48,305
2430,food-2430,food,221.11,365
2431,electronics-2431,electronics,7.31,221
2432,clothing-2432,clothing,217.68,442
2433,books-2433,books,107.60,324
2434,home-2434,home,217.58,487
2435,toys-2435,toys,363.43,228
2436,food-2436,food,424.93,271
2437,electronics-2437,electronics,80.52,475
2438,clothing-2438,clothing,299.68,449
2439,books-2439,books,188.97,98
2440,home-2440,home,100.34,286
2441,toys-2441,toys,331.19,281
2442,food-2442,food,10.94,296
2443,electronics-2443,electronics,40.54,221
2444,clothing-2444,clothing,311.42,97
2445,books-2445,books,155.07,396
2446,home-2446,home,270.15,439
2447,toys-2447,toys,176.74,114
2448,food-2448,food,163.93,354
2449,electronics-2449,electronics,301.98,165
2450,clothing-2450,clothing,280.15,495
2451,books-2451,books,472.99,499
2452,home-2452,home,451.07,185
2453,toys-2453,toys,158.84,265
2454,food-2454,food,317.79,466
2455,electronics-2455,electronics,136.69,64
2456,clothing-2456,clothing,110.24,131
2457,books-2457,books,170.81,323
2458,home-2458,home,489.75,154
2459,toys-2459,toys,121.89,382
2460,food-2460,food,121.93,134
2461,electronics-2461,electronics,244.24,296
2462,clothing-2462,clothing,203.63,478
2463,books-2463,books,409.80,297
2464,home-2464,home,356.99,277
2465,toys-2465,toys,379.56,281
2466,food-2466,food,106.36,102
2467,electronics-2467,electronics,485.04,20
2468,clothing-2468,clothing,317.86,499
2469,books-2469,books,336.84,2
2470,home-2470,home,242.99,330
2471,toys-2471,toys,266.21,495
2472,food-2472,food,43.75,144
2473,electronics-2473,electronics,342.52,384
2474,clothing-2474,clothing,28.22,66
2475,books-2475,books,196.80,338
2476,home-2476,home,277.17,45
2477,toys-2477,toys,250.66,58
2478,food-2478,food,454.38,272
2479,electronics-2479,electronics,128.20,245
2480,clothing-2480,clothing,151.71,257
2481,books-2481,books,58.96,413
2482,home-2482,home,363.43,350
2483,toys-2483,toys,216.35,158
2484,food-2484,food,491.60,173
2485,electronics-2485,electronics,384.59,369
2486,clothing-2486,clothing,6.20,141
2487,books-2487,books,18.40,216
2488,home-2488,home,293.39,41
2489,toys-2489,toys,330.58,340
2490,food-2490,food,436.71,464
2491,electronics-2491,electronics,190.89,319
2492,clothing-2492,clothing,310.90,449
2493,books-2493,books,164.94,314
2494,home-2494,home,44.34,65
2495,toys-2495,toys,159.43,127
2496,food-2496,food,185.50,242
2497,electronics-2497,electronics,229.97,31
2498,clothing-2498,clothing,479.03,391
2499,books-2499,books,279.97,150
2500,home-2500,home,79.22,40
2501,toys-2501,toys,443.34,458
2502,food-2502,food,248.03,85
2503,electronics-2503,electronics,457.68,191
2504,clothing-2504,clothing,111.63,338
2505,books-2505,books,331.34,266
2506,home-2506,home,316.45,295
2507,toys-2507,toys,330.48,44
2508,food-2508,food,112.84,219
2509,electronics-2509,electronics,206.06,196
2510,clothing-2510,clothing,448.74,334
2511,books-2511,books,29.91,216
2512,home-2512,home,276.76,344
2513,toys-2513,toys,58.60,362
2514,food-2514,food,100.20,106
2515,electronics-2515,electronics,285.29,134
2516,clothing-2516,clothing,225.42,289
2517,books-2517,books,64.69,433
2518,home-2518,home,44.06,194
2519,toys-2519,toys,232.21,59
2520,food-2520,food,66.05,74
2521,electronics-2521,electronics,371.58,232
2522,clothing-2522,clothing,10.79,191
2523,books-2523,books,430.65,440
2524,home-2524,home,233.23,345
2525,toys-2525,toys,417.00,339
2526,food-2526,food,347.60,475
2527,electronics-2527,electronics,415.02,85
2528,clothing-2528,clothing,374.57,130
2529,books-2529,books,17.27,8
2530,home-2530,home,39.07,149
2531,toys-2531,toys,461.81,173
2532,food-2532,food,37.85,379
2533,electronics-2533,electronics,190.88,147
2534,clothing-2534,clothing,473.00,144
2535,books-2535,books,297.48,162
2536,home-2536,home,485.50,270
2537,toys-2537,toys,280.76,287
2538,food-2538,food,89.06,469
2539,electronics-2539,electronics,109.64,168
2540,clothing-2540,clothing,256.51,309
2541,books-2541,books,107.22,480
2542,home-2542,home,182.25,425
2543,toys-2543,toys,478.71,138
2544,food-2544,food,213.65,257
2545,electronics-2545,electronics,47.68,122
2546,clothing-2546,clothing,435.17,182
2547,books-2547,books,41.70,289
2548,home-2548,home,8.95,309
2549,toys-2549,toys,490.49,24
2550,food-2550,food,16.10,14
2551,electronics-2551,electronics,81.09,148
2552,clothing-2552,clothing,175.67,454
2553,books-2553,books,451.48,13
2554,home-2554,home,194.33,77
2555,toys-2555,toys,188.23,184
2556,food-2556,food,236.82,427
2557,electronics-2557,electronics,460.89,235
2558,clothing-2558,clothing,225.15,485
2559,books-2559,books,257.75,493
2560,home-2560,home,267.05,207
2561,toys-2561,toys,344.04,38
2562,food-2562,food,53.23,177
2563,electronics-2563,electronics,220.97,39
2564,clothing-2564,clothing,372.75,139
2565,books-2565,books,437.46,399
2566,home-2566,home,130.73,92
2567,toys-2567,toys,404.04,125
2568,food-2568,food,197.11,204
2569,electronics-2569,electronics,376.52,498
2570,clothing-2570,clothing,49.78,263
2571,books-2571,books,269.32,319
2572,home-2572,home,185.15,164
2573,toys-2573,toys,43.34,493
2574,food-2574,food,121.20,341
2575,electronics-2575,electronics,482.75,163
2576,clothing-2576,clothing,390.69,15
2577,books-2577,books,394.39,398
2578,home-2578,home,274.47,455
2579,toys-2579,toys,460.44,44
2580,food-2580,food,17.87,14
2581,electronics-2581,electronics,490.89,348
2582,clothing-2582,clothing,79.00,155
2583,books-2583,books,8.85,66
2584,home-2584,home,61.20,28
2585,toys-2585,toys,419.77,294
2586,food-2586,food,326.97,207
2587,electronics-2587,electronics,388.98,67
2588,clothing-2588,clothing,262.13,374
2589,books-2589,books,258.47,348
2590,home-2590,home,447.31,210
2591,toys-2591,toys,244.52,191
2592,food-2592,food,420.88,7
2593,electronics-2593,electronics,447.17,395
2594,clothing-2594,clothing,165.16,135
2595,books-2595,books,269.42,195
2596,home-2596,home,398.24,133
2597,toys-2597,toys,43.43,283
2598,food-2598,food,200.37,424
2599,electronics-2599,electronics,97.97,55
2600,clothing-2600,clothing,280.66,13
2601,books-2601,books,31.89,76
2602,home-2602,home,393.92,140
2603,toys-2603,toys,313.98,17
2604,food-2604,food,90.00,256
2605,electronics-2605,electronics,212.87,238
2606,clothing-2606,clothing,288.65,386
2607,books-2607,books,484.71,55
2608,home-2608,home,66.27,5
2609,toys-2609,toys,338.72,97
2610,food-2610,food,311.00,237
2611,electronics-2611,electronics,256.71,70
2612,clothing-2612,clothing,84.63,263
2613,books-2613,books,349.30,499
2614,home-2614,home,450.65,77
2615,toys-2615,toys,42.05,351
2616,food-2616,food,265.43,299
2617,electronics-2617,electronics,259.04,78
2618,clothing-2618,clothing,334.60,26
2619,books-2619,books,422.69,2
2620,home-2620,home,483.66,14
2621,toys-2621,toys,422.44,205
2622,food-2622,food,284.10,176
2623,electronics-2623,electronics,118.84,248
2624,clothing-2624,clothing,419.88,306
2625,books-2625,books,221.91,211
2626,home-2626,home,324.24,179
2627,toys-2627,toys,363.93,257
2628,food-2628,food,84.53,115
2629,electronics-2629,electronics,318.74,393
2630,clothing-2630,clothing,84.27,50
2631,books-2631,books,142.99,229
2632,home-2632,home,146.45,321
2633,toys-2633,toys,137.52,12
2634,food-2634,food,389.12,306
2635,electronics-2635,electronics,378.16,374
2636,clothing-2636,clothing,151.13,344
2637,books-2637,books,60.48,181
2638,home-2638,home,130.88,120
2639,toys-2639,toys,456.30,145
2640,food-2640,food,394.03,158
2641,electronics-2641,electronics,426.61,177
2642,clothing-2642,clothing,151.16,190
2643,books-2643,books,19.52,159
2644,home-2644,home,342.79,404
2645,toys-2645,toys,22.06,477
2646,food-2646,food,102.81,333
2647,electronics-2647,electronics,246.69,397
2648,clothing-2648,clothing,38.01,485
2649,books-2649,books,8.21,116
2650,home-2650,home,408.08,382
2651,toys-2651,toys,23.30,335
2652,food-2652,food,156.20,275
2653,electronics-2653,electronics,374.18,265
2654,clothing-2654,clothing,101.21,5
2655,books-2655,books,238.35,254
2656,home-2656,home,289.26,367
2657,toys-2657,toys,309.06,371
2658,food-2658,food,384.51,52
2659,electronics-2659,electronics,6.27,457
2660,clothing-2660,clothing,236.47,451
2661,books-2661,books,271.75,135
2662,home-2662,home,421.35,477
2663,toys-2663,toys,17.60,193
2664,food-2664,food,111.47,370
2665,electronics-2665,electronics,308.15,278
2666,clothing-2666,clothing,200.55,286
2667,books-2667,books,447.31,442
2668,home-2668,home,329.71,64
2669,toys-2669,toys,375.13,61
2670,food-2670,food,396.52,228
2671,electronics-2671,electronics,335.75,448
2672,clothing-2672,clothing,407.94,456
2673,books-2673,books,412.93,48
2674,home-2674,home,301.63,308
2675,toys-2675,toys,152.11,101
2676,food-2676,food,248.81,203
2677,electronics-2677,electronics,341.44,372
2678,clothing-2678,clothing,200.32,3
2679,books-2679,books,361.48,271
2680,home-2680,home,112.31,138
2681,toys-2681,toys,6.95,233
2682,food-2682,food,224.52,429
2683,electronics-2683,electronics,77.35,130
2684,clothing-2684,clothing,270.61,223
2685,books-2685,books,72.51,390
2686,home-2686,home,31.19,482
2687,toys-2687,toys,362.60,288
2688,food-2688,food,347.95,131
2689,electronics-2689,electronics,156.93,362
2690,clothing-2690,clothing,405.58,330
2691,books-2691,books,308.56,481
2692,home-2692,home,495.38,296
2693,toys-2693,toys,412.13,338
2694,food-2694,food,248.43,451
2695,electronics-2695,electronics,440.66,420
2696,clothing-2696,clothing,456.94,70
2697,books-2697,books,364.54,449
2698,home-2698,home,38.78,133
2699,toys-2699,toys,7.08,439
2700,food-2700,food,326.88,108
2701,electronics-2701,electronics,366.01,498
2702,clothing-2702,clothing,267.21,280
2703,books-2703,books,354.37,259
2704,home-2704,home,358.10,145
2705,toys-2705,toys,183.42,473
2706,food-2706,food,37.85,434
2707,electronics-2707,electronics,370.46,73
2708,clothing-2708,clothing,82.92,302
2709,books-2709,books,320.19,354
2710,home-2710,home,262.35,38
2711,toys-2711,toys,68.88,103
2712,food-2712,food,5.98,360
2713,electronics-2713,electronics,288.12,397
2714,clothing-2714,clothing,333.16,300
2715,books-2715,books,456.97,214
2716,home-2716,home,68.97,165
2717,toys-2717,toys,296.44,267
2718,food-2718,food,228.61,98
2719,electronics-2719,electronics,301.63,15
2720,clothing-2720,clothing,268.95,387
2721,books-2721,books,209.57,30
2722,home-2722,home,413.77,280
2723,toys-2723,toys,401.81,345
2724,food-2724,food,358.63,160
2725,electronics-2725,electronics,369.21,19
2726,clothing-2726,clothing,257.86,419
2727,books-2727,books,411.29,340
2728,home-2728,home,432.46,250
2729,toys-2729,toys,225.75,258
2730,food-2730,food,9.80,64
2731,electronics-2731,electronics,313.35,307
2732,clothing-2732,clothing,454.77,159
2733,books-2733,books,351.48,494
2734,home-2734,home,84.50,319
2735,toys-2735,toys,90.71,136
2736,food-2736,food,313.64,243
2737,electronics-2737,electronics,143.18,346
2738,clothing-2738,clothing,464.80,340
2739,books-2739,books,92.35,117
2740,home-2740,home,434.08,448
2741,toys-2741,toys,110.82,213
2742,food-2742,food,115.39,228
2743,electronics-2743,electronics,302.96,390
2744,clothing-2744,clothing,440.29,268
2745,books-2745,books,216.11,392
2746,home-2746,home,259.58,427
2747,toys-2747,toys,304.29,68
2748,food-2748,food,32.94,489
2749,electronics-2749,electronics,297.06,318
2750,clothing-2750,clothing,329.49,412
2751,books-2751,books,113.41,227
2752,home-2752,home,413.46,138
2753,toys-2753,toys,425.51,169
2754,food-2754,food,275.45,348
2755,electronics-2755,electronics,301.43,182
2756,clothing-2756,clothing,292.17,232
2757,books-2757,books,45.87,355
2758,home-2758,home,46.54,186
2759,toys-2759,toys,388.32,484
2760,food-2760,food,185.75,68
2761,electronics-2761,electronics,462.84,432
2762,clothing-2762,clothing,53.45,498
2763,books-2763,books,239.95,231
2764,home-2764,home,460.13,304
2765,toys-2765,toys,479.40,229
2766,food-2766,food,159.27,382
2767,electronics-2767,electronics,21.83,414
2768,clothing-2768,clothing,101.70,341
2769,books-2769,books,431.03,368
2770,home-2770,home,363.65,337
2771,toys-2771,toys,205.93,209
2772,food-2772,food,202.98,385
2773,electronics-2773,electronics,342.27,114
2774,clothing-2774,clothing,446.90,282
2775,books-2775,books,182.53,390
2776,home-2776,home,115.12,293
2777,toys-2777,toys,152.53,3
2778,food-2778,food,41.94,353
2779,electronics-2779,electronics,158.97,275
2780,clothing-2780,clothing,184.28,88
2781,books-2781,books,443.17,465
2782,home-2782,home,146.58,296
2783,toys-2783,toys,406.36,130
2784,food-2784,food,259.52,49
2785,electronics-2785,electronics,116.97,353
2786,clothing-2786,clothing,294.82,22
2787,books-2787,books,435.21,390
2788,home-2788,home,366.96,101
2789,toys-2789,toys,244.64,140
2790,food-2790,food,418.07,464
2791,electronics-2791,electronics,90.26,58
2792,clothing-2792,clothing,342.25,330
2793,books-2793,books,221.10,488
2794,home-2794,home,35.69,170
2795,toys-2795,toys,283.71,342
2796,food-2796,food,208.54,223
2797,electronics-2797,electronics,271.00,129
2798,clothing-2798,clothing,423.55,426
2799,books-2799,books,51.82,258
2800,home-2800,home,411.73,500
2801,toys-2801,toys,271.87,142
2802,food-2802,food,63.01,185
2803,electronics-2803,electronics,200.75,149
2804,clothing-2804,clothing,495.91,229
2805,books-2805,books,397.23,393
2806,home-2806,home,241.49,318
2807,toys-2807,toys,496.56,396
2808,food-2808,food,455.11,249
2809,electronics-2809,electronics,361.70,496
2810,clothing-2810,clothing,477.20,22
2811,books-2811,books,252.58,58
2812,home-2812,home,109.52,479
2813,toys-2813,toys,172.60,308
2814,food-2814,food,200.56,445
2815,electronics-2815,electronics,325.32,349
2816,clothing-2816,clothing,413.75,480
2817,books-2817,books,194.92,169
2818,home-2818,home,118.91,452
2819,toys-2819,toys,115.95,78
2820,food-2820,food,310.91,188
2821,electronics-2821,electronics,446.86,249
2822,clothing-2822,clothing,246.14,169
2823,books-2823,books,200.59,310
2824,home-2824,home,376.64,81
2825,toys-2825,toys,498.28,263
2826,food-2826,food,294.18,329
2827,electronics-2827,electronics,319.32,211
2828,clothing-2828,clothing,209.70,346
2829,books-2829,books,71.95,393
2830,home-2830,home,7.63,366
2831,toys-2831,toys,206.59,33
2832,food-2832,food,443.39,360
2833,electronics-2833,electronics,487.22,485
2834,clothing-2834,clothing,46.62,178
2835,books-2835,books,345.88,470
2836,home-2836,home,175.11,475
2837,toys-2837,toys,168.52,391
2838,food-2838,food,322.54,143
2839,electronics-2839,electronics,407.22,429
2840,clothing-2840,clothing,494.18,294
2841,books-2841,books,296.23,402
2842,home-2842,home,226.45,60
2843,toys-2843,toys,287.26,158
2844,food-2844,food,363.48,416
2845,electronics-2845,electronics,159.12,239
2846,clothing-2846,clothing,34.29,251
2847,books-2847,books,76.20,135
2848,home-2848,home,110.12,16
2849,toys-2849,toys,261.17,319
2850,food-2850,food,366.85,237
2851,electronics-2851,electronics,433.93,375
2852,clothing-2852,clothing,391.53,428
2853,books-2853,books,483.99,54
2854,home-2854,home,319.07,458
2855,toys-2855,toys,256.35,377
2856,food-2856,food,267.72,310
2857,electronics-2857,electronics,22.72,152
2858,clothing-2858,clothing,427.75,142
2859,books-2859,books,486.48,186
2860,home-2860,home,214.80,187
2861,toys-2861,toys,423.11,473
2862,food-2862,food,101.77,110
2863,electronics-2863,electronics,317.08,371
2864,clothing-2864,clothing,289.99,53
2865,books-2865,books,327.07,345
2866,home-2866,home,440.64,478
2867,toys-2867,toys,435.30,456
2868,food-2868,food,279.26,124
2869,electronics-2869,electronics,79.44,183
2870,clothing-2870,clothing,26.78,421
2871,books-2871,books,71.51,67
2872,home-2872,home,424.04,292
2873,toys-2873,toys,491.26,343
2874,food-2874,food,289.50,435
2875,electronics-2875,electronics,471.25,94
2876,clothing-2876,clothing,499.69,124
2877,books-2877,books,129.95,342
2878,home-2878,home,482.80,279
2879,toys-2879,toys,368.45,385
2880,food-2880,food,302.29,224
2881,electronics-2881,electronics,59.83,58
2882,clothing-2882,clothing,303.35,228
2883,books-2883,books,206.39,46
2884,home-2884,home,161.57,161
2885,toys-2885,toys,227.42,202
2886,food-2886,food,469.51,476
2887,electronics-2887,electronics,365.02,430
2888,clothing-2888,clothing,495.34,15
2889,books-2889,books,31.13,109
2890,home-2890,home,59.19,43
2891,toys-2891,toys,55.97,377
2892,food-2892,food,9.44,151
2893,electronics-2893,electronics,386.02,247
2894,clothing-2894,clothing,140.94,496
2895,books-2895,books,277.95,282
2896,home-2896,home,482.55,358
2897,toys-2897,toys,48.74,331
2898,food-2898,food,421.50,73
2899,electronics-2899,electronics,176.82,203
2900,clothing-2900,clothing,170.45,429
2901,books-2901,books,12.09,53
2902,home-2902,home,332.92,187
2903,toys-2903,toys,87.95,25
2904,food-2904,food,126.43,305
2905,electronics-2905,electronics,437.06,129
2906,clothing-2906,clothing,456.67,494
2907,books-2907,books,476.09,278
2908,home-2908,home,277.01,199
2909,toys-2909,toys,88.15,141
2910,food-2910,food,328.32,117
2911,electronics-2911,electronics,424.07,262
2912,clothing-2912,clothing,108.17,243
2913,books-2913,books,275.51,163
2914,home-2914,home,129.25,218
2915,toys-2915,toys,483.23,441
2916,food-2916,food,393.90,393
2917,electronics-2917,electronics,6.76,344
2918,clothing-2918,clothing,34.18,388
2919,books-2919,books,480.18,113
2920,home-2920,home,406.62,250
2921,toys-2921,toys,259.99,117
2922,food-2922,food,81.50,197
2923,electronics-2923,electronics,408.02,366
2924,clothing-2924,clothing,127.01,138
2925,books-2925,books,215.28,412
2926,home-2926,home,154.70,352
2927,toys-2927,toys,416.52,9
2928,food-2928,food,72.24,232
2929,electronics-2929,electronics,200.75,172
2930,clothing-2930,clothing,435.23,230
2931,books-2931,books,113.12,128
2932,home-2932,home,216.74,333
2933,toys-2933,toys,21.86,122
2934,food-2934,food,144.81,35
2935,electronics-2935,electronics,169.90,36
2936,clothing-2936,clothing,113.98,299
2937,books-2937,books,280.01,354
2938,home-2938,home,457.13,268
2939,toys-2939,toys,256.90,398
2940,food-2940,food,308.72,484
2941,electronics-2941,electronics,328.96,236
2942,clothing-2942,clothing,497.62,267
2943,books-2943,books,495.71,455
2944,home-2944,home,410.91,254
2945,toys-2945,toys,401.59,284
2946,food-2946,food,259.27,6
2947,electronics-2947,electronics,225.79,80
2948,clothing-2948,clothing,491.85,287
2949,books-2949,books,302.63,234
2950,home-2950,home,333.67,273
2951,toys-2951,toys,10.43,96
2952,food-2952,food,186.05,54
2953,electronics-2953,electronics,439.09,298
2954,clothing-2954,clothing,108.27,413
2955,books-2955,books,9.50,204
2956,home-2956,home,54.09,102
2957,toys-2957,toys,466.67,456
2958,food-2958,food,430.97,477
2959,electronics-2959,electronics,101.55,117
2960,clothing-2960,clothing,283.95,130
2961,books-2961,books,229.12,429
2962,home-2962,home,453.03,35
2963,toys-2963,toys,44.60,178
2964,food-2964,food,394.33,84
2965,electronics-2965,electronics,375.80,125
2966,clothing-2966,clothing,277.59,254
2967,books-2967,books,270.35,17
2968,home-2968,home,468.37,189
2969,toys-2969,toys,255.49,65
2970,food-2970,food,102.68,441
2971,electronics-2971,electronics,102.50,22
2972,clothing-2972,clothing,66.71,418
2973,books-2973,books,201.18,148
2974,home-2974,home,468.37,227
2975,toys-2975,toys,215.27,148
2976,food-2976,food,140.16,439
2977,electronics-2977,electronics,317.12,279
2978,clothing-2978,clothing,239.50,421
2979,books-2979,books,435.16,261
2980,home-2980,home,84.71,122
2981,toys-2981,toys,325.93,421
2982,food-2982,food,109.56,138
2983,electronics-2983,electronics,190.52,214
2984,clothing-2984,clothing,109.95,407
2985,books-2985,books,372.44,147
2986,home-2986,home,204.11,197
2987,toys-2987,toys,14.74,12
2988,food-2988,food,378.53,87
2989,electronics-2989,electronics,349.56,426
2990,clothing-2990,clothing,143.02,107
2991,books-2991,books,319.15,377
2992,home-2992,home,99.74,299
2993,toys-2993,toys,281.39,127
2994,food-2994,food,41.05,425
2995,electronics-2995,electronics,127.52,253
2996,clothing-2996,clothing,283.48,321
2997,books-2997,books,174.10,76
2998,home-2998,home,192.93,487
2999,toys-2999,toys,31.61,468
3000,food-3000,food,277.71,410
3001,electronics-3001,electronics,39.70,367
3002,clothing-3002,clothing,325.26,114
3003,books-3003,books,288.11,380
3004,home-3004,home,55.76,342
3005,toys-3005,toys,265.45,317
3006,food-3006,food,36.43,487
3007,electronics-3007,electronics,111.61,387
3008,clothing-3008,clothing,323.48,247
3009,books-3009,books,41.84,213
3010,home-3010,home,115.05,424
3011,toys-3011,toys,211.81,122
3012,food-3012,food,306.84,462
3013,electronics-3013,electronics,70.73,496
3014,clothing-3014,clothing,452.56,430
3015,books-3015,books,48.36,207
3016,home-3016,home,304.83,446
3017,toys-3017,toys,370.53,384
3018,food-3018,food,436.52,410
3019,electronics-3019,electronics,295.30,215
3020,clothing-3020,clothing,311.96,389
3021,books-3021,books,262.60,465
3022,home-3022,home,131.90,22
3023,toys-3023,toys,58.92,151
3024,food-3024,food,87.80,221
3025,electronics-3025,electronics,111.24,271
3026,clothing-3026,clothing,201.21,270
3027,books-3027,books,435.41,259
3028,home-3028,home,252.91,68
3029,toys-3029,toys,76.83,357
3030,food-3030,food,169.57,146
3031,electronics-3031,electronics,310.09,247
3032,clothing-3032,clothing,8.81,438
3033,books-3033,books,235.40,79
3034,home-3034,home,395.94,224
3035,toys-3035,toys,157.94,80
3036,food-3036,food,385.92,276
3037,electronics-3037,electronics,450.45,94
3038,clothing-3038,clothing,464.25,143
3039,books-3039,books,489.80,118
3040,home-3040,home,149.48,291
3041,toys-3041,toys,117.54,381
3042,food-3042,food,490.75,479
3043,electronics-3043,electronics,269.90,191
3044,clothing-3044,clothing,167.41,234
3045,books-3045,books,153.33,133
3046,home-3046,home,474.82,305
3047,toys-3047,toys,66.91,35
3048,food-3048,food,461.35,51
3049,electronics-3049,electronics,242.92,58
3050,clothing-3050,clothing,340.44,416
3051,books-3051,books,308.52,345
3052,home-3052,home,478.87,396
3053,toys-3053,toys,155.65,250
3054,food-3054,food,69.70,212
3055,electronics-3055,electronics,350.42,93
3056,clothing-3056,clothing,344.64,28
3057,books-3057,books,215.97,299
3058,home-3058,home,190.98,309
3059,toys-3059,toys,313.17,129
3060,food-3060,food,90.31,377
3061,electronics-3061,electronics,280.45,100
3062,clothing-3062,clothing,238.50,356
3063,books-3063,books,107.80,385
3064,home-3064,home,181.15,321
3065,toys-3065,toys,477.30,212
3066,food-3066,food,15.46,300
3067,electronics-3067,electronics,219.35,357
3068,clothing-3068,clothing,295.61,238
3069,books-3069,books,270.69,209
3070,home-3070,home,25.31,332
3071,toys-3071,toys,447.17,260
3072,food-3072,food,308.74,289
3073,electronics-3073,electronics,257.96,90
3074,clothing-3074,clothing,200.39,461
3075,books-3075,books,417.19,101
3076,home-3076,home,469.87,452
3077,toys-3077,toys,410.40,475
3078,food-3078,food,61.38,468
3079,electronics-3079,electronics,468.99,265
3080,clothing-3080,clothing,302.88,32
3081,books-3081,books,334.65,124
3082,home-3082,home,20.16,331
3083,toys-3083,toys,330.95,41
3084,food-3084,food,448.88,438
3085,electronics-3085,electronics,354.10,446
3086,clothing-3086,clothing,149.81,348
3087,books-3087,books,432.74,300
3088,home-3088,home,164.88,448
3089,toys-3089,toys,402.10,244
3090,food-3090,food,330.55,241
3091,electronics-3091,electronics,366.80,163
3092,clothing-3092,clothing,199.23,107
3093,books-3093,books,183.91,115
3094,home-3094,home,165.14,366
3095,toys-3095,toys,132.72,362
3096,food-3096,food,187.49,11
3097,electronics-3097,electronics,52.87,143
3098,clothing-3098,clothing,322.59,192
3099,books-3099,books,49.96,488
3100,home-3100,home,431.83,59
3101,toys-3101,toys,319.99,491
3102,food-3102,food,63.45,398
3103,electronics-3103,electronics,392.60,98
3104,clothing-3104,clothing,53.74,434
3105,books-3105,books,279.29,74
3106,home-3106,home,308.07,452
3107,toys-3107,toys,181.52,488
3108,food-3108,food,418.21,29
3109,electronics-3109,electronics,66.29,477
3110,clothing-3110,clothing,165.47,302
3111,books-3111,books,450.58,492
3112,home-3112,home,90.62,228
3113,toys-3113,toys,356.61,454
3114,food-3114,food,144.75,209
3115,electronics-3115,electronics,65.25,185
3116,clothing-3116,clothing,308.77,233
3117,books-3117,books,193.46,46
3118,home-3118,home,496.05,488
3119,toys-3119,toys,435.21,383
3120,food-3120,food,359.03,443
3121,electronics-3121,electronics,275.19,216
3122,clothing-3122,clothing,391.12,144
3123,books-3123,books,266.45,308
3124,home-3124,home,46.93,180
3125,toys-3125,toys,223.41,56
3126,food-3126,food,430.85,262
3127,electronics-3127,electronics,267.79,185
3128,clothing-3128,clothing,403.18,274
3129,books-3129,books,115.15,136
3130,home-3130,home,127.67,473
3131,toys-3131,toys,125.77,21
3132,food-3132,food,378.65,421
3133,electronics-3133,electronics,35.69,185
3134,clothing-3134,clothing,81.79,206
3135,books-3135,books,353.21,148
3136,home-3136,home,112.39,485
3137,toys-3137,toys,335.61,482
3138,food-3138,food,490.08,167
3139,electronics-3139,electronics,16.28,485
3140,clothing-3140,clothing,268.17,98
3141,books-3141,books,32.12,92
3142,home-3142,home,374.70,349
3143,toys-3143,toys,7.02,133
3144,food-3144,food,356.04,101
3145,electronics-3145,electronics,347.55,305
3146,clothing-3146,clothing,330.49,28
3147,books-3147,books,44.65,404
3148,home-3148,home,390.15,352
3149,toys-3149,toys,294.68,135
3150,food-3150,food,349.68,327
3151,electronics-3151,electronics,167.56,120
3152,clothing-3152,clothing,495.48,452
3153,books-3153,books,228.77,76
3154,home-3154,home,357.54,482
3155,toys-3155,toys,413.14,446
3156,food-3156,food,148.25,250
3157,electronics-3157,electronics,56.15,345
3158,clothing-3158,clothing,469.64,408
3159,books-3159,books,41.21,411
3160,home-3160,home,155.30,407
3161,toys-3161,toys,83.39,91
3162,food-3162,food,331.53,486
3163,electronics-3163,electronics,440.00,17
3164,clothing-3164,clothing,206.53,408
3165,books-3165,books,77.50,334
3166,home-3166,home,305.17,238
3167,toys-3167,toys,359.19,336
3168,food-3168,food,6.24,270
3169,electronics-3169,electronics,143.95,491
3170,clothing-3170,clothing,274.19,413
3171,books-3171,books,252.14,331
3172,home-3172,home,296.84,116
3173,toys-3173,toys,413.81,278
3174,food-3174,food,312.16,33
3175,electronics-3175,electronics,273.56,59
3176,clothing-3176,clothing,95.09,430
3177,books-3177,books,43.92,424
3178,home-3178,home,133.04,169
3179,toys-3179,toys,64.72,321
3180,food-3180,food,486.99,160
3181,electronics-3181,electronics,382.27,401
3182,clothing-3182,clothing,22.44,468
3183,books-3183,books,446.24,149
3184,home-3184,home,185.79,304
3185,toys-3185,toys,284.49,70
3186,food-3186,food,467.36,91
3187,electronics-3187,electronics,236.60,30
3188,clothing-3188,clothing,435.72,283
3189,books-3189,books,214.83,154
3190,home-3190,home,120.37,159
